,Season,WTeamID,WScore,LTeamID,LScore,NumTeamWon,Loc,FGMR,FGAR,FGMR3,FGAR3,FTMR,FTAR,ORR,DRR,AstR,TOR,StlR,BlkR,PFR
325,2008.0,1277.0,72.0,1396.0,61.0,1.0,0.0,1.238,0.964,0.667,0.652,1.231,0.947,0.909,1.5,1.462,1.091,0.571,1.0,1.5
326,2008.0,1323.0,68.0,1206.0,50.0,0.0,0.0,0.731,1.0,0.333,0.81,1.286,1.273,1.0,0.742,0.571,0.846,1.25,0.4,0.933
327,2008.0,1338.0,82.0,1331.0,63.0,0.0,0.0,0.688,0.913,1.125,1.0,1.0,1.154,0.688,0.647,0.588,1.111,1.2,5.0,0.846
328,2008.0,1345.0,90.0,1124.0,79.0,1.0,0.0,1.179,0.971,1.125,0.714,1.0,0.9,1.0,1.286,1.273,1.182,0.667,6.0,1.2
329,2008.0,1390.0,77.0,1165.0,53.0,0.0,0.0,0.581,1.054,1.0,1.444,1.286,1.3,0.769,0.441,0.35,0.579,1.6,0.429,1.133
330,2008.0,1401.0,67.0,1140.0,62.0,1.0,0.0,1.042,0.852,1.143,0.727,1.286,1.214,1.125,1.647,1.385,1.857,0.333,1.0,1.0
331,2008.0,1417.0,70.0,1290.0,29.0,1.0,0.0,2.077,0.864,8.0,1.429,4.0,1.833,0.8,2.105,2.857,1.091,1.0,2.6,1.0
332,2008.0,1424.0,71.0,1245.0,58.0,1.0,0.0,1.381,0.966,1.2,1.059,0.636,0.6,0.583,1.318,1.778,0.95,1.1,7.0,1.143
333,2008.0,1450.0,71.0,1457.0,40.0,0.0,0.0,0.552,1.061,1.5,1.462,0.222,0.615,0.75,0.469,0.35,0.7,1.25,1.333,1.182
334,2008.0,1452.0,75.0,1112.0,65.0,0.0,0.0,0.75,0.836,0.545,0.789,2.125,2.333,1.0,1.0,0.75,1.333,0.5,1.0,0.824
335,2008.0,1458.0,71.0,1168.0,56.0,0.0,0.0,0.84,0.983,2.333,1.312,0.389,0.52,0.389,0.625,0.538,0.824,1.125,0.143,2.273
336,2008.0,1462.0,73.0,1208.0,61.0,1.0,0.0,0.769,0.855,1.0,1.0,9.0,6.6,1.0,0.958,1.1,0.571,2.25,0.333,0.545
337,2008.0,1116.0,86.0,1231.0,72.0,1.0,0.0,0.929,0.75,0.8,0.708,4.333,2.75,0.643,1.562,1.0,1.2,0.625,1.333,0.783
338,2008.0,1139.0,81.0,1375.0,61.0,1.0,0.0,1.286,1.104,2.5,1.4,0.923,0.481,0.538,1.235,2.25,0.769,1.8,0.25,1.105
339,2008.0,1172.0,82.0,1211.0,76.0,0.0,0.0,1.0,0.965,1.091,1.227,0.533,0.667,1.1,1.211,0.778,1.357,1.222,1.0,1.056
340,2008.0,1207.0,66.0,1420.0,47.0,0.0,0.0,0.615,0.98,1.0,1.13,1.167,0.929,0.818,0.69,0.571,0.8,2.0,0.5,1.333
341,2008.0,1257.0,79.0,1129.0,61.0,1.0,0.0,1.115,0.963,3.0,1.412,1.8,1.5,0.636,1.0,1.0,0.842,2.0,6.0,1.308
342,2008.0,1272.0,87.0,1426.0,63.0,1.0,0.0,1.167,0.982,2.25,1.538,2.0,1.667,1.333,1.353,1.125,0.857,1.4,1.667,0.783
343,2008.0,1274.0,78.0,1388.0,64.0,0.0,0.0,0.786,0.937,1.6,1.769,0.706,1.095,0.769,0.676,1.071,0.875,0.75,1.0,1.0
344,2008.0,1280.0,76.0,1332.0,69.0,0.0,0.0,0.917,1.255,2.25,2.235,0.667,0.528,1.375,0.781,0.812,0.833,1.2,0.333,1.733
345,2008.0,1314.0,113.0,1291.0,74.0,1.0,0.0,1.536,1.092,1.0,0.727,1.818,1.786,2.0,2.308,1.562,0.6,1.571,4.0,0.889
346,2008.0,1328.0,72.0,1386.0,64.0,1.0,0.0,1.0,0.857,1.0,1.0,1.8,1.857,0.667,1.267,1.273,0.75,1.25,2.0,0.818
347,2008.0,1360.0,70.0,1163.0,69.0,0.0,0.0,0.806,0.892,0.75,0.5,4.0,2.857,1.333,1.316,1.077,1.364,0.455,1.0,0.762
348,2008.0,1373.0,83.0,1435.0,62.0,1.0,0.0,1.04,0.754,2.25,1.0,2.75,2.083,0.357,1.412,1.333,1.062,1.111,1.0,0.579
349,2008.0,1397.0,72.0,1110.0,57.0,0.0,0.0,0.955,1.289,1.5,1.316,0.273,0.387,3.0,1.0,0.692,1.571,0.417,1.0,1.625
350,2008.0,1400.0,74.0,1122.0,54.0,1.0,0.0,1.588,0.932,1.667,0.957,0.714,0.857,0.833,1.706,1.7,1.571,0.5,6.0,0.842
351,2008.0,1437.0,75.0,1155.0,69.0,0.0,0.0,1.045,1.364,1.286,2.538,0.583,0.793,2.4,0.613,1.125,0.737,1.333,3.0,1.6
352,2008.0,1443.0,101.0,1179.0,99.0,0.0,0.0,0.703,1.015,1.143,1.5,2.385,2.0,1.462,0.714,1.0,0.682,1.6,1.0,0.724
353,2008.0,1242.0,75.0,1424.0,56.0,1.0,0.0,2.417,1.111,1.0,0.591,0.444,0.559,0.778,1.706,1.5,1.0,1.167,1.0,1.3
354,2008.0,1277.0,65.0,1338.0,54.0,0.0,0.0,0.68,1.0,0.333,1.7,2.0,2.111,0.9,0.63,0.333,0.6,8.0,3.0,0.941
355,2008.0,1390.0,82.0,1266.0,81.0,1.0,0.0,0.903,0.822,0.7,0.467,2.111,2.333,0.647,0.964,1.533,0.889,1.333,1.333,0.583
356,2008.0,1417.0,51.0,1401.0,49.0,0.0,0.0,1.158,1.159,0.333,0.556,0.429,0.636,1.25,0.905,1.714,0.786,0.286,0.182,0.938
357,2008.0,1450.0,61.0,1323.0,41.0,0.0,0.0,0.542,0.981,0.75,1.0,1.333,0.929,1.5,0.897,0.5,1.857,0.375,1.5,1.067
358,2008.0,1452.0,73.0,1181.0,67.0,1.0,0.0,1.316,1.24,0.8,0.5,0.792,0.688,2.714,1.4,2.0,1.308,0.167,1.667,1.087
359,2008.0,1458.0,72.0,1243.0,55.0,0.0,0.0,0.875,1.152,0.111,0.591,0.867,0.667,3.0,1.091,0.4,1.3,1.333,1.0,1.278
360,2008.0,1462.0,85.0,1345.0,78.0,1.0,0.0,1.038,0.746,0.625,0.571,1.444,1.435,0.385,1.208,1.333,1.4,0.625,0.75,0.654
361,2008.0,1172.0,74.0,1207.0,70.0,0.0,0.0,1.182,0.719,1.667,0.643,0.333,0.567,0.583,1.438,1.1,4.0,0.333,3.0,1.35
362,2008.0,1257.0,78.0,1328.0,48.0,1.0,0.0,2.133,1.149,1.8,0.944,0.385,0.789,1.0,1.278,2.667,0.75,2.333,1.0,1.0
363,2008.0,1272.0,77.0,1280.0,74.0,0.0,0.0,0.929,0.952,1.333,1.188,0.933,0.625,0.579,1.0,0.474,1.6,0.667,0.636,1.438
364,2008.0,1314.0,108.0,1116.0,77.0,1.0,0.0,1.571,1.102,1.6,0.889,0.75,0.739,0.786,1.615,2.545,0.778,0.6,1.667,1.385
365,2008.0,1397.0,76.0,1139.0,71.0,0.0,0.0,0.846,1.034,1.8,1.368,0.947,0.966,0.938,0.8,0.917,0.7,2.2,0.333,1.042
366,2008.0,1400.0,75.0,1274.0,72.0,1.0,0.0,1.136,1.036,1.444,1.182,0.632,0.955,2.0,1.136,1.7,1.444,0.75,2.333,1.0
367,2008.0,1437.0,84.0,1373.0,72.0,0.0,0.0,0.667,1.0,1.0,1.615,1.444,1.625,1.667,0.774,0.6,0.867,1.0,2.0,0.704
368,2008.0,1443.0,72.0,1360.0,63.0,1.0,0.0,1.19,1.106,1.5,1.067,0.941,0.75,1.0,1.045,1.0,0.824,1.625,3.0,0.95
369,2008.0,1257.0,79.0,1397.0,60.0,0.0,0.0,0.731,1.12,1.25,1.429,0.739,0.833,0.889,0.588,0.857,0.85,1.833,0.143,1.13
370,2008.0,1314.0,68.0,1450.0,47.0,0.0,0.0,0.72,0.983,0.4,1.067,0.692,0.789,0.643,0.719,0.818,0.769,1.2,1.0,1.125
371,2008.0,1417.0,88.0,1443.0,78.0,1.0,0.0,1.16,0.806,0.444,0.375,1.368,1.346,0.944,1.889,1.417,1.727,0.545,2.0,0.917
372,2008.0,1462.0,79.0,1452.0,75.0,1.0,0.0,1.0,0.894,11.0,1.727,0.667,0.778,0.882,1.238,1.0,1.5,0.6,0.833,1.19
373,2008.0,1172.0,73.0,1458.0,56.0,1.0,0.0,1.529,1.152,1.5,1.043,0.643,0.571,0.786,1.0,2.0,0.583,4.5,0.333,1.462
374,2008.0,1242.0,72.0,1437.0,57.0,0.0,0.0,0.875,1.311,0.375,0.895,0.75,0.9,2.143,0.577,0.312,0.778,1.25,0.4,0.944
375,2008.0,1272.0,92.0,1277.0,74.0,0.0,0.0,0.935,1.0,1.25,1.385,0.423,0.486,0.647,0.773,1.385,1.333,0.222,0.429,1.75
376,2008.0,1400.0,82.0,1390.0,62.0,1.0,0.0,1.455,1.0,1.167,1.294,0.917,1.0,0.737,1.217,1.231,0.6,1.4,1.25,1.0
377,2008.0,1314.0,83.0,1257.0,73.0,0.0,0.0,0.935,0.948,2.0,1.727,0.5,0.762,0.867,0.778,0.938,1.357,0.778,5.0,1.118
378,2008.0,1417.0,76.0,1462.0,57.0,1.0,0.0,1.333,0.897,1.75,0.789,1.182,1.125,0.929,1.714,1.417,1.556,1.0,6.0,1.267
379,2008.0,1242.0,59.0,1172.0,57.0,1.0,0.0,1.045,0.912,0.625,0.519,1.6,1.167,1.111,1.333,0.706,1.556,0.714,2.5,1.067
380,2008.0,1272.0,85.0,1400.0,67.0,1.0,0.0,1.04,0.754,0.333,0.393,3.75,4.0,0.538,1.391,1.385,0.875,0.8,1.25,0.52
381,2008.0,1242.0,84.0,1314.0,66.0,0.0,0.0,0.706,1.047,1.0,1.6,1.182,1.071,1.182,0.645,0.412,0.947,0.7,0.333,0.667
382,2008.0,1272.0,78.0,1417.0,63.0,1.0,0.0,1.125,1.0,1.0,0.923,1.818,1.769,1.25,1.167,1.25,0.75,1.167,1.5,0.824
383,2008.0,1242.0,75.0,1272.0,68.0,0.0,0.0,0.862,1.127,2.0,1.833,0.857,1.267,1.222,0.567,1.0,0.765,1.0,3.0,0.944
384,2009.0,1287.0,58.0,1106.0,43.0,0.0,0.0,1.0,1.16,0.5,1.0,0.278,0.458,0.562,0.529,0.308,0.619,1.167,3.0,1.286
385,2009.0,1163.0,103.0,1151.0,47.0,0.0,0.0,0.459,0.93,0.833,1.042,0.348,0.256,0.529,0.61,0.393,1.9,0.417,0.333,2.455
386,2009.0,1181.0,86.0,1127.0,62.0,0.0,0.0,0.964,0.895,0.778,0.75,0.048,0.2,0.353,0.667,0.429,1.2,1.5,1.333,1.5
387,2009.0,1211.0,77.0,1103.0,64.0,0.0,0.0,0.913,1.295,2.0,1.533,0.462,0.581,1.571,0.556,1.0,1.0,0.2,0.2,1.278
388,2009.0,1261.0,75.0,1139.0,71.0,0.0,0.0,0.815,0.945,1.333,1.643,1.267,1.238,1.444,1.0,0.857,1.364,0.273,0.125,1.0
389,2009.0,1268.0,84.0,1143.0,71.0,0.0,0.0,0.806,0.937,1.167,1.5,0.875,0.792,0.875,1.05,0.667,1.556,0.4,2.0,1.294
390,2009.0,1272.0,81.0,1169.0,70.0,0.0,0.0,0.828,0.915,0.636,0.643,1.25,0.952,0.833,0.957,0.526,1.214,0.571,0.667,1.125
391,2009.0,1276.0,62.0,1155.0,59.0,0.0,0.0,1.05,1.275,0.5,0.846,1.0,0.933,2.333,0.958,0.875,0.786,1.6,2.333,1.727
392,2009.0,1314.0,101.0,1347.0,58.0,0.0,0.0,0.579,0.952,1.0,1.214,0.45,0.583,1.0,0.718,0.529,1.5,0.818,0.75,1.308
393,2009.0,1328.0,82.0,1288.0,54.0,0.0,0.0,0.759,1.604,1.5,1.917,0.2,0.25,2.857,0.421,0.667,0.467,1.8,0.167,2.182
394,2009.0,1345.0,61.0,1320.0,56.0,0.0,0.0,0.952,1.038,2.333,1.467,0.562,0.5,0.9,0.955,1.182,1.4,0.75,1.0,1.538
395,2009.0,1400.0,76.0,1278.0,62.0,1.0,0.0,1.227,1.056,2.75,1.538,0.786,1.0,1.75,1.227,1.0,1.167,1.0,0.5,0.9
396,2009.0,1401.0,79.0,1140.0,66.0,1.0,0.0,1.304,0.881,0.857,1.062,1.0,1.056,1.0,1.474,1.333,1.4,0.182,6.0,0.75
397,2009.0,1417.0,65.0,1433.0,64.0,0.0,0.0,0.952,0.942,1.0,1.25,1.059,1.316,1.111,0.875,1.556,1.0,0.556,4.0,0.85
398,2009.0,1437.0,80.0,1110.0,67.0,0.0,0.0,1.125,1.24,1.667,1.722,0.115,0.172,0.7,0.607,1.067,0.75,1.0,0.125,2.0
399,2009.0,1443.0,76.0,1228.0,72.0,0.0,0.0,1.148,1.125,0.556,0.947,0.385,0.318,0.556,0.857,1.077,0.8,1.125,0.75,2.0
400,2009.0,1449.0,71.0,1280.0,58.0,1.0,0.0,1.35,1.069,0.4,0.5,1.154,1.105,1.214,1.333,2.6,0.882,1.0,0.2,0.955
401,2009.0,1112.0,84.0,1428.0,71.0,1.0,0.0,1.111,0.859,0.5,0.375,2.222,2.154,0.688,1.211,0.688,0.7,1.857,0.667,0.682
402,2009.0,1113.0,66.0,1396.0,57.0,0.0,0.0,0.95,1.308,0.75,1.214,0.722,0.708,3.0,0.833,1.083,0.818,1.25,4.0,1.143
403,2009.0,1156.0,84.0,1448.0,69.0,0.0,0.0,0.839,0.769,0.833,0.867,0.75,0.773,0.714,1.278,0.667,3.0,0.444,13.0,1.176
404,2009.0,1173.0,68.0,1452.0,60.0,0.0,0.0,0.72,0.907,1.25,2.0,1.357,1.087,1.154,1.158,0.714,1.222,0.4,2.0,0.955
405,2009.0,1242.0,84.0,1295.0,74.0,1.0,0.0,1.231,1.032,0.4,0.5,1.333,1.333,1.111,1.16,1.889,0.556,1.667,0.5,0.81
406,2009.0,1257.0,74.0,1287.0,54.0,0.0,0.0,0.69,1.04,0.4,0.458,1.667,1.273,1.625,0.667,0.632,1.053,0.444,0.25,0.625
407,2009.0,1266.0,58.0,1429.0,57.0,0.0,0.0,1.294,1.128,1.4,1.211,0.316,0.348,0.7,0.864,1.571,1.0,0.5,1.5,1.5
408,2009.0,1277.0,77.0,1352.0,62.0,0.0,0.0,0.893,1.0,1.25,1.308,0.412,0.565,0.471,0.625,1.067,0.6,1.333,1.75,1.133
409,2009.0,1281.0,78.0,1165.0,59.0,0.0,0.0,0.821,1.085,1.2,1.05,0.412,0.632,1.889,0.821,0.579,2.25,0.25,1.0,1.364
410,2009.0,1329.0,77.0,1397.0,75.0,0.0,0.0,0.8,1.057,1.571,1.571,1.6,1.615,1.375,0.739,1.231,0.917,0.8,1.0,0.842
411,2009.0,1338.0,72.0,1190.0,62.0,1.0,0.0,1.043,0.733,1.75,0.864,1.417,0.958,0.45,1.583,1.333,2.0,0.833,1.0,0.941
412,2009.0,1373.0,74.0,1326.0,72.0,1.0,0.0,1.0,1.2,0.857,0.96,1.176,1.217,2.556,1.071,0.867,1.1,1.8,0.429,0.857
413,2009.0,1393.0,59.0,1372.0,44.0,0.0,0.0,0.72,1.327,1.0,1.312,0.857,1.0,1.167,0.465,0.714,0.286,3.333,0.091,0.917
414,2009.0,1425.0,72.0,1130.0,55.0,1.0,0.0,1.5,0.927,0.667,0.391,1.077,1.357,0.846,1.412,1.462,0.867,1.4,2.0,0.857
415,2009.0,1458.0,61.0,1199.0,59.0,0.0,0.0,0.909,0.852,0.444,0.481,1.875,1.5,0.8,1.381,0.6,1.667,1.5,2.0,1.0
416,2009.0,1462.0,77.0,1340.0,59.0,1.0,0.0,1.318,1.174,1.0,0.905,1.571,1.125,2.5,1.412,1.0,0.636,0.833,1.0,0.944
417,2009.0,1163.0,92.0,1401.0,66.0,0.0,0.0,0.788,1.105,0.6,1.5,0.524,0.63,1.0,0.593,0.85,0.778,1.0,0.6,1.312
418,2009.0,1181.0,74.0,1400.0,69.0,1.0,0.0,0.92,1.06,2.333,1.167,1.312,1.08,0.923,0.826,1.125,0.6,1.6,0.667,0.87
419,2009.0,1211.0,83.0,1443.0,81.0,0.0,0.0,1.067,1.033,1.333,1.19,0.357,0.737,1.111,0.955,0.778,1.0,1.0,1.25,1.667
420,2009.0,1272.0,89.0,1268.0,70.0,1.0,0.0,1.148,0.855,2.0,1.357,1.545,1.158,0.727,1.688,2.333,1.857,0.75,1.0,1.0
421,2009.0,1314.0,84.0,1261.0,70.0,1.0,0.0,1.103,0.922,0.667,0.591,4.667,3.0,0.688,1.235,1.083,0.667,2.2,1.25,0.562
422,2009.0,1328.0,73.0,1276.0,63.0,1.0,0.0,1.136,0.911,0.6,0.704,1.889,2.455,0.929,1.1,1.5,0.786,1.0,4.0,0.565
423,2009.0,1345.0,76.0,1449.0,74.0,0.0,0.0,1.12,1.047,0.571,0.75,0.737,0.826,1.067,0.96,0.867,0.818,0.8,0.429,0.952
424,2009.0,1437.0,89.0,1417.0,69.0,0.0,0.0,0.645,0.701,1.125,0.96,1.053,1.111,0.438,0.84,0.7,1.818,0.636,3.0,0.955
425,2009.0,1112.0,71.0,1156.0,57.0,1.0,0.0,1.0,0.746,1.0,0.478,2.4,2.0,0.5,1.5,4.0,1.0,1.143,3.0,1.056
426,2009.0,1242.0,60.0,1173.0,43.0,0.0,0.0,0.696,1.358,1.333,1.188,0.636,0.364,1.545,0.667,0.778,0.647,2.6,0.5,2.091
427,2009.0,1257.0,79.0,1373.0,72.0,1.0,0.0,1.103,0.942,1.286,0.833,0.857,1.3,1.462,1.474,1.059,1.889,0.375,7.0,0.929
428,2009.0,1277.0,74.0,1425.0,69.0,1.0,0.0,0.957,0.895,6.0,1.3,1.091,1.192,1.0,1.333,2.0,1.455,0.5,0.2,0.857
429,2009.0,1281.0,83.0,1266.0,79.0,1.0,0.0,1.348,1.067,1.4,1.571,0.5,0.606,0.625,0.8,1.75,0.583,1.5,4.0,1.353
430,2009.0,1338.0,84.0,1329.0,76.0,1.0,0.0,1.077,1.056,0.917,1.0,1.417,2.167,3.8,1.375,1.0,1.556,0.25,5.0,0.571
431,2009.0,1393.0,78.0,1113.0,67.0,1.0,0.0,1.3,0.959,0.692,0.571,1.214,0.955,0.571,1.706,1.059,1.0,2.0,0.5,0.882
432,2009.0,1462.0,60.0,1458.0,49.0,1.0,0.0,1.125,0.821,2.0,0.7,1.286,1.529,1.0,1.304,2.4,2.0,0.8,2.5,0.87
433,2009.0,1163.0,72.0,1345.0,60.0,0.0,0.0,0.96,1.179,2.0,2.875,0.316,0.367,0.643,0.706,0.632,0.692,1.167,0.333,2.167
434,2009.0,1281.0,102.0,1272.0,91.0,0.0,0.0,1.061,1.113,0.5,0.938,0.6,0.711,1.25,1.0,0.941,1.167,0.889,2.0,1.042
435,2009.0,1338.0,60.0,1462.0,55.0,1.0,0.0,1.048,1.016,0.8,0.652,1.5,1.9,1.059,0.963,1.0,0.9,2.25,0.429,0.765
436,2009.0,1437.0,77.0,1181.0,54.0,1.0,0.0,1.688,1.067,0.8,0.667,1.118,0.958,1.625,1.385,1.286,1.091,0.625,2.5,0.958
437,2009.0,1257.0,103.0,1112.0,64.0,1.0,0.0,1.583,1.048,2.0,1.208,1.444,1.077,0.733,1.471,1.933,0.643,2.0,3.0,1.154
438,2009.0,1277.0,67.0,1242.0,62.0,1.0,0.0,0.958,1.113,1.667,1.25,1.455,1.308,1.0,0.75,1.545,0.684,1.857,0.5,0.941
439,2009.0,1314.0,98.0,1211.0,77.0,0.0,0.0,0.75,0.853,0.636,1.211,1.067,0.852,0.364,0.871,0.435,1.333,0.75,1.25,1.118
440,2009.0,1328.0,84.0,1393.0,71.0,1.0,0.0,1.185,0.983,1.286,0.875,1.1,1.286,1.071,1.4,1.462,1.0,1.1,1.5,1.4
441,2009.0,1163.0,82.0,1281.0,75.0,1.0,0.0,0.844,0.697,0.4,0.667,4.333,2.667,0.917,1.8,0.714,2.833,0.3,8.0,0.542
442,2009.0,1437.0,78.0,1338.0,76.0,1.0,0.0,1.0,1.077,1.2,1.111,1.048,0.793,1.3,1.111,0.643,1.182,1.5,1.667,1.333
443,2009.0,1277.0,64.0,1257.0,52.0,0.0,0.0,0.75,0.904,0.75,1.0,1.25,1.636,0.846,0.75,0.632,1.0,1.0,5.0,0.682
444,2009.0,1314.0,72.0,1328.0,60.0,0.0,0.0,0.923,1.059,0.4,1.357,0.667,1.0,2.0,0.905,0.692,1.333,0.667,0.5,1.053
445,2009.0,1277.0,82.0,1163.0,73.0,0.0,0.0,0.806,0.819,0.333,0.316,1.5,1.65,0.889,1.083,0.444,1.455,0.455,2.333,0.72
446,2009.0,1314.0,83.0,1437.0,69.0,0.0,0.0,1.04,1.274,0.455,1.227,0.545,0.432,1.571,0.912,0.5,1.0,1.167,0.5,1.3
447,2009.0,1314.0,89.0,1277.0,72.0,1.0,0.0,1.273,1.109,0.714,0.522,1.333,1.379,0.846,0.828,1.0,0.333,9.0,0.2,0.786
448,2010.0,1115.0,61.0,1457.0,44.0,1.0,0.0,1.062,0.8,3.0,0.762,2.1,1.556,0.714,1.45,2.4,1.429,1.0,1.4,0.727
449,2010.0,1124.0,68.0,1358.0,59.0,1.0,0.0,1.13,0.868,0.833,0.645,1.571,1.308,1.0,1.345,0.9,1.273,1.143,2.0,0.9
450,2010.0,1139.0,77.0,1431.0,59.0,1.0,0.0,0.958,0.877,3.25,1.722,2.571,3.111,1.333,1.0,0.933,0.714,0.75,1.0,0.542
451,2010.0,1140.0,99.0,1196.0,92.0,1.0,0.0,0.941,0.833,1.0,0.719,1.786,1.684,0.5,0.92,0.733,0.571,1.714,0.5,0.708
452,2010.0,1242.0,90.0,1250.0,74.0,1.0,0.0,1.52,1.113,1.286,1.105,0.294,0.476,1.077,1.35,1.545,1.077,1.667,2.75,1.125
453,2010.0,1243.0,82.0,1317.0,62.0,0.0,0.0,0.548,0.902,0.714,1.056,1.769,1.55,1.118,0.739,0.667,1.455,0.222,0.1,0.68
454,2010.0,1246.0,100.0,1190.0,71.0,1.0,0.0,1.348,0.938,3.75,1.941,1.095,0.919,0.733,1.32,2.455,1.0,0.727,11.0,1.043
455,2010.0,1293.0,66.0,1435.0,65.0,1.0,0.0,1.136,1.2,1.75,1.25,0.529,0.586,1.5,1.043,0.867,1.1,1.0,1.0,1.235
456,2010.0,1307.0,62.0,1285.0,57.0,1.0,0.0,1.0,0.981,0.833,0.952,1.857,1.917,0.909,0.808,0.824,0.5,1.6,1.5,0.667
457,2010.0,1320.0,69.0,1424.0,66.0,1.0,0.0,0.8,0.776,1.0,0.864,2.857,1.917,0.867,1.692,0.917,2.0,0.778,1.0,0.8
458,2010.0,1325.0,97.0,1207.0,83.0,0.0,0.0,0.969,1.109,0.615,0.957,0.65,0.731,1.75,0.944,0.933,1.5,0.833,1.667,1.167
459,2010.0,1330.0,51.0,1323.0,50.0,0.0,0.0,1.05,1.229,2.0,2.0,0.25,0.25,1.778,1.0,1.091,1.25,0.857,1.0,1.556
460,2010.0,1388.0,80.0,1350.0,71.0,0.0,0.0,0.962,1.0,1.25,1.105,0.55,0.464,0.211,0.619,0.909,0.692,1.2,0.667,1.533
461,2010.0,1397.0,62.0,1361.0,59.0,1.0,0.0,1.0,1.0,2.667,0.944,0.875,0.857,1.182,0.864,1.0,1.1,1.0,0.5,1.188
462,2010.0,1437.0,73.0,1352.0,70.0,0.0,0.0,1.222,1.078,0.833,0.909,0.677,0.65,1.0,1.333,0.889,1.312,0.769,0.2,1.632
463,2010.0,1448.0,81.0,1400.0,80.0,0.0,0.0,0.867,0.986,1.333,1.333,1.333,1.375,0.5,0.615,0.733,0.25,5.5,1.0,0.833
464,2010.0,1449.0,80.0,1266.0,78.0,1.0,0.0,1.111,1.078,0.75,0.737,0.917,1.067,1.4,1.235,1.312,0.923,0.5,6.0,0.882
465,2010.0,1143.0,77.0,1257.0,62.0,1.0,0.0,1.0,0.85,1.6,0.789,3.4,2.444,0.467,0.955,1.308,0.933,0.889,3.0,0.737
466,2010.0,1165.0,78.0,1396.0,65.0,0.0,0.0,1.0,1.083,0.556,0.739,0.4,0.474,0.7,0.65,1.4,1.0,0.429,2.0,1.667
467,2010.0,1181.0,73.0,1115.0,44.0,0.0,0.0,0.708,1.128,0.667,1.462,0.316,0.25,0.692,0.536,0.667,1.143,1.4,1.0,1.583
468,2010.0,1210.0,64.0,1329.0,59.0,0.0,0.0,1.158,1.0,3.0,2.2,0.375,0.52,0.3,0.636,1.091,0.846,1.0,1.0,1.333
469,2010.0,1211.0,67.0,1199.0,60.0,0.0,0.0,1.0,1.405,2.0,2.0,0.545,0.667,1.833,0.656,1.364,0.533,1.4,0.8,1.158
470,2010.0,1268.0,89.0,1222.0,77.0,1.0,0.0,1.28,1.133,0.571,0.85,1.05,0.781,1.889,1.65,2.571,1.667,0.333,4.0,1.053
471,2010.0,1277.0,70.0,1308.0,67.0,0.0,0.0,1.15,1.075,1.143,1.105,0.565,0.667,1.071,0.962,0.5,1.222,1.4,0.75,1.045
472,2010.0,1281.0,86.0,1155.0,78.0,0.0,0.0,0.933,1.086,2.4,1.412,0.476,0.483,2.0,1.095,0.667,2.222,0.133,0.333,1.375
473,2010.0,1326.0,68.0,1364.0,51.0,1.0,0.0,1.05,0.839,1.667,1.158,3.2,2.571,0.667,1.304,1.273,1.0,0.833,6.0,0.75
474,2010.0,1338.0,89.0,1324.0,66.0,0.0,0.0,0.633,1.018,1.0,1.75,0.96,0.889,1.222,0.724,0.444,1.133,0.8,1.0,0.962
475,2010.0,1345.0,72.0,1373.0,64.0,1.0,0.0,1.174,0.843,1.667,1.417,0.867,1.056,0.4,1.067,2.333,1.0,1.143,7.0,0.875
476,2010.0,1393.0,79.0,1436.0,56.0,1.0,0.0,1.304,0.833,2.0,1.0,1.8,1.1,0.812,2.077,1.846,1.778,1.0,8.0,1.273
477,2010.0,1401.0,69.0,1429.0,53.0,0.0,0.0,0.96,1.216,0.625,1.111,0.091,0.286,1.429,0.656,0.667,0.818,1.0,3.0,1.385
478,2010.0,1452.0,77.0,1288.0,50.0,1.0,0.0,1.333,0.951,1.333,0.789,2.273,1.55,1.077,1.4,6.667,0.75,1.167,0.571,0.727
479,2010.0,1458.0,53.0,1459.0,49.0,0.0,0.0,1.0,0.889,3.0,0.778,0.5,0.684,1.1,1.3,2.333,2.75,0.143,2.0,1.071
480,2010.0,1462.0,65.0,1278.0,54.0,1.0,0.0,1.211,1.081,1.0,0.769,1.333,1.357,1.25,1.2,1.071,0.75,3.0,0.273,0.889
481,2010.0,1124.0,76.0,1330.0,68.0,0.0,0.0,0.821,0.981,0.75,0.65,1.333,1.294,1.273,0.895,1.067,1.077,1.125,0.5,0.947
482,2010.0,1139.0,54.0,1293.0,52.0,1.0,0.0,0.947,1.136,0.778,1.429,2.2,1.583,0.636,0.536,0.833,0.333,2.0,0.333,0.824
483,2010.0,1243.0,84.0,1140.0,72.0,0.0,0.0,0.913,0.946,0.455,0.593,0.926,0.933,0.6,0.833,0.857,0.867,1.0,0.667,1.2
484,2010.0,1246.0,90.0,1448.0,60.0,0.0,0.0,0.553,1.016,0.286,0.714,2.286,1.529,1.357,0.536,0.571,1.0,1.0,0.5,0.81
485,2010.0,1320.0,69.0,1242.0,67.0,1.0,0.0,0.917,1.019,1.5,1.13,1.231,1.056,0.786,0.792,1.222,0.6,1.8,0.333,0.842
486,2010.0,1388.0,75.0,1437.0,68.0,1.0,0.0,0.96,0.696,1.0,1.0,1.818,2.364,0.4,1.588,0.667,1.714,0.4,1.5,0.667
487,2010.0,1397.0,83.0,1325.0,68.0,1.0,0.0,1.545,1.034,0.5,0.538,0.714,0.692,0.786,1.579,1.4,1.143,0.889,3.0,1.294
