Season,WTeamID,WTeamSeed,WScore,LTeamID,LTeamSeed,LScore,WLoc,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF,WEnd_MAS,WEnd_MOR,WEnd_POM,WEnd_SAG,LEnd_MAS,LEnd_MOR,LEnd_POM,LEnd_SAG
2007,1417,Z02,64,1338,Z03,55,N,0,18,42,5,13,23,26,6,27,10,14,1,2,18,20,55,7,16,8,14,8,19,13,10,5,2,23,,7,8,3,,14,12,11
2007,1196,Y01,74,1345,Y09,67,N,0,21,42,5,18,27,31,7,24,11,15,7,4,14,28,59,5,17,6,13,11,17,15,12,12,1,23,,6,4,4,,44,26,33
2007,1242,Z01,61,1356,Z04,58,N,0,25,42,1,6,10,19,6,20,16,19,9,1,16,21,57,6,25,10,14,17,14,9,15,6,2,21,,2,2,5,,31,35,16
2007,1257,X06,78,1390,X11,58,N,0,25,51,7,17,21,28,8,18,12,13,11,1,25,21,51,3,12,13,27,17,20,10,21,2,1,22,,10,17,36,,47,53,52
2007,1458,Y02,76,1394,Y15,63,N,0,22,55,7,20,25,30,11,23,13,10,8,4,21,20,46,6,12,17,25,7,27,16,17,5,5,26,,9,7,7,,120,129,86
2007,1326,X01,85,1397,X05,84,N,0,27,51,8,22,23,35,8,25,13,8,3,5,17,30,62,16,31,8,17,10,24,14,7,4,1,24,,12,5,2,,24,34,25
2007,1425,W05,87,1400,W04,68,N,0,27,59,6,16,27,38,13,30,13,10,6,2,16,24,64,7,28,13,16,11,24,10,14,3,3,27,,38,41,38,,13,15,18
2007,1272,X02,65,1401,X03,64,N,0,23,54,5,17,14,21,11,20,8,8,2,6,15,28,59,3,10,5,10,12,24,14,8,4,0,20,,8,11,6,,3,3,8
2007,1130,W07,84,1403,W10,75,N,0,30,57,8,20,16,20,11,24,16,8,3,9,10,30,65,7,17,8,9,11,16,11,6,4,0,15,,32,40,29,,62,58,57
2007,1196,Y01,76,1417,Z02,66,N,0,24,45,9,22,19,31,8,35,10,16,2,6,17,25,64,5,23,11,13,6,20,12,3,6,0,26,,6,4,4,,7,8,3
2007,1332,Y03,76,1424,Y07,72,N,0,23,48,13,23,17,22,7,30,11,17,4,3,20,28,74,9,33,7,12,19,19,13,8,8,3,21,,35,42,21,,54,56,41
2007,1314,W01,74,1425,W05,64,N,0,30,77,2,14,12,17,20,26,11,9,6,4,14,26,61,5,18,7,9,10,29,13,18,5,7,19,,1,1,1,,38,41,38
2007,1338,Z03,84,1433,Z11,79,N,1,31,57,6,12,16,27,14,28,20,16,5,6,17,29,71,7,23,14,17,15,19,13,7,9,3,22,,14,12,11,,74,71,59
2007,1207,W02,66,1435,W06,65,N,0,25,56,8,19,8,14,16,24,14,11,3,3,18,21,51,9,27,14,20,8,18,17,5,5,4,16,,5,6,10,,48,49,55
2007,1246,Z08,67,1437,Z09,58,N,0,20,44,5,19,22,31,10,27,12,11,5,5,18,18,55,7,21,15,20,10,20,8,8,5,2,22,,20,18,19,,17,20,22
2007,1397,X05,77,1438,X04,74,N,0,22,54,11,26,22,32,12,27,12,16,7,0,25,18,48,7,26,31,36,6,23,5,12,5,5,26,,24,34,25,,40,45,32
2007,1356,Z04,63,1439,Z05,48,N,0,19,43,12,21,13,23,6,24,11,9,5,3,19,19,46,2,13,8,16,5,24,3,11,3,2,21,,31,35,16,,30,27,28
2007,1435,W06,78,1450,W03,74,N,2,27,63,10,27,14,18,11,28,13,17,12,2,17,27,60,7,19,13,17,9,27,16,19,10,4,16,,48,49,55,,29,29,23
2007,1417,Z02,70,1451,Z15,42,N,0,27,58,10,19,6,9,13,22,18,13,6,5,18,13,38,1,6,15,22,6,19,8,17,5,3,13,,7,8,3,,197,189,160
2007,1332,Y03,75,1457,Y11,61,N,0,27,56,11,23,10,12,10,21,8,10,4,0,13,24,61,8,31,5,8,18,20,13,15,4,3,14,,35,42,21,,78,69,34
2007,1424,Y07,74,1458,Y02,68,N,0,24,52,10,20,16,20,6,27,12,9,3,2,22,21,51,5,21,21,27,7,24,14,8,6,1,21,,54,56,41,,9,7,7
2007,1338,Z03,79,1460,Z14,58,N,0,30,55,10,21,9,14,8,36,21,17,3,7,12,23,69,5,20,7,12,13,17,12,8,9,1,15,,14,12,11,,90,105,92
2007,1326,X01,78,1462,X09,71,N,1,26,63,9,21,17,20,12,33,10,14,5,6,19,26,61,8,23,11,16,5,23,13,9,4,2,21,,12,5,2,,21,32,39
2008,1397,W02,72,1110,W15,57,N,0,22,45,6,19,22,31,6,21,13,14,12,3,16,21,58,9,25,6,12,18,21,9,22,5,3,26,,10,14,7,,164,159,155
2008,1452,Z07,75,1112,Z10,65,N,0,28,55,11,19,8,9,6,21,16,9,6,3,17,21,46,6,15,17,21,6,21,12,12,3,3,14,,18,23,19,,24,22,28
2008,1314,W01,108,1116,W09,77,N,0,44,65,8,16,12,17,11,21,28,7,3,5,18,28,59,5,18,16,23,14,13,11,9,5,3,13,,2,5,1,,28,40,39
2008,1400,Y02,74,1122,Y15,54,N,0,27,55,10,22,10,18,15,29,17,11,2,6,16,17,59,6,23,14,21,18,17,10,7,4,1,19,,7,7,9,,135,170,152
2008,1345,Z06,90,1124,Z11,79,N,0,33,67,9,20,15,18,16,27,14,13,6,6,18,28,69,8,28,15,20,16,21,11,11,9,1,15,,25,25,29,,43,39,38
2008,1181,Z02,71,1125,Z15,70,N,0,25,58,6,21,15,21,13,27,9,15,11,2,17,26,59,8,23,10,15,9,24,12,14,7,2,21,,6,6,5,,160,160,134
2008,1257,W03,79,1129,W14,61,N,0,29,52,12,24,9,18,7,20,15,16,10,6,17,26,54,4,17,5,12,11,20,15,19,5,0,13,,9,9,13,,114,131,106
2008,1397,W02,76,1139,W07,71,N,1,26,59,5,19,19,29,16,30,12,20,5,3,24,22,61,9,26,18,28,15,24,11,14,11,1,25,,10,14,7,,41,32,24
2008,1401,Z09,67,1140,Z08,62,N,0,25,46,8,16,9,17,9,28,18,13,2,0,15,24,54,7,22,7,14,8,17,13,7,6,1,15,,19,16,27,,42,44,30
2008,1437,X12,75,1155,X05,69,N,0,22,44,7,13,24,29,5,31,8,19,6,1,15,23,60,9,33,14,23,12,19,9,14,8,3,24,,35,51,53,,11,13,17
2008,1360,Z13,70,1163,Z04,69,N,1,31,65,4,12,4,7,12,19,13,11,11,4,21,25,58,3,6,16,20,16,25,14,15,5,4,16,,100,117,112,,16,21,20
2008,1291,W16b,69,1164,W16a,60,N,0,19,55,5,20,26,32,13,28,10,11,7,3,16,25,57,4,17,6,13,8,26,9,11,2,6,22,,161,169,178,,287,309,288
2008,1390,Y03,77,1165,Y14,53,N,0,31,56,8,18,7,10,13,34,20,19,5,7,15,18,59,8,26,9,13,10,15,7,11,8,3,17,,12,10,10,,131,132,105
2008,1458,X03,71,1168,X14,56,N,0,25,59,3,16,18,25,18,32,13,17,8,7,11,21,58,7,21,7,13,7,20,7,14,9,0,25,,8,4,6,,93,110,83
2008,1242,X01,59,1172,X10,57,N,0,23,52,5,14,8,14,10,28,12,14,5,5,16,22,57,8,27,5,12,9,21,17,9,7,2,15,,1,1,2,,27,33,26
2008,1443,Z12,101,1179,Z05,99,N,1,37,68,14,28,13,19,13,28,18,22,5,4,29,26,69,16,42,31,38,19,20,18,15,8,4,21,,65,64,46,,34,24,15
2008,1452,Z07,73,1181,Z02,67,N,0,25,62,4,11,19,22,19,28,12,17,1,5,25,19,50,5,22,24,32,7,20,6,13,6,3,23,,18,23,19,,6,6,5
2008,1323,W05,68,1206,W12,50,N,0,26,57,9,21,7,11,11,31,14,13,4,5,15,19,57,3,17,9,14,11,23,8,11,5,2,14,,21,27,23,,98,93,87
2008,1172,X10,74,1207,X02,70,N,0,22,57,6,28,24,30,12,16,10,5,6,0,20,26,41,10,18,8,17,7,23,11,20,2,3,27,,27,33,26,,5,8,8
2008,1462,Z03,73,1208,Z14,61,N,0,20,47,6,18,27,33,6,23,11,8,9,1,12,26,55,6,18,3,5,6,24,10,14,4,3,22,,22,18,11,,57,81,91
2008,1172,X10,82,1211,X07,76,N,0,28,57,11,22,15,21,10,19,18,14,9,1,18,28,55,12,27,8,14,11,23,14,19,11,1,19,,27,33,26,,31,28,25
2008,1116,W09,86,1231,W08,72,N,0,26,48,8,17,26,33,9,25,14,12,5,4,18,28,64,10,24,6,12,14,16,14,10,8,3,23,,28,40,39,,33,19,21
2008,1458,X03,72,1243,X11,55,N,0,24,46,9,22,15,24,4,22,10,10,3,0,18,21,53,0,13,13,16,12,24,4,13,4,1,23,,8,4,6,,23,15,32
2008,1424,X08,71,1245,X09,58,N,0,29,57,6,18,7,9,7,29,16,19,11,7,16,21,59,5,17,11,15,12,22,9,20,10,1,14,,61,53,45,,60,66,41
2008,1266,Y06,74,1246,Y11,66,N,0,23,52,5,13,23,29,15,19,10,7,5,3,18,23,48,8,20,12,17,9,17,13,12,4,5,22,,14,12,14,,40,61,60
2008,1314,W01,83,1257,W03,73,N,0,31,58,3,11,18,21,15,18,16,14,9,0,17,29,55,6,19,9,16,13,14,15,19,7,5,19,,2,5,1,,9,9,13
2008,1390,Y03,82,1266,Y06,81,N,1,28,60,7,14,19,28,11,27,23,8,4,4,14,31,73,10,30,9,12,17,28,15,9,3,3,24,,12,10,10,,14,12,14
2008,1242,X01,75,1272,Y01,68,N,1,29,55,3,12,14,15,9,30,14,17,11,1,18,25,62,6,22,12,19,11,17,14,13,11,3,17,,1,1,2,,3,3,4
2008,1400,Y02,75,1274,Y07,72,N,0,25,57,13,26,12,21,16,25,17,13,3,7,19,22,55,9,22,19,22,8,22,10,9,4,3,19,,7,7,9,,47,47,36
2008,1272,Y01,92,1277,Y05,74,N,0,31,59,4,13,26,35,17,22,13,9,9,7,16,29,59,5,18,11,17,11,17,18,12,2,3,28,,3,3,4,,17,17,18
2008,1272,Y01,77,1280,Y08,74,N,0,28,63,6,16,15,32,19,26,19,5,3,11,16,26,60,8,19,14,20,11,26,9,8,2,7,23,,3,3,4,,26,34,40
2008,1417,Z01,70,1290,Z16,29,N,0,27,57,8,20,8,11,12,40,20,12,7,13,9,13,66,1,14,2,6,15,19,7,11,7,5,9,,4,2,3,,301,318,304
2008,1314,W01,113,1291,W16b,74,N,0,43,71,7,16,20,25,18,30,25,9,11,4,16,28,65,7,22,11,14,9,13,16,15,7,1,18,,2,5,1,,161,169,178
2008,1242,X01,84,1314,W01,66,N,0,34,64,5,15,11,14,11,31,17,19,10,9,21,24,67,5,24,13,15,13,20,7,18,7,3,14,,1,1,2,,2,5,1
2008,1450,W04,61,1323,W05,41,N,0,24,54,4,17,9,14,8,29,14,7,8,2,15,13,53,3,17,12,13,12,26,7,13,3,3,16,,15,11,12,,21,27,23
2008,1257,W03,78,1328,W06,48,N,0,32,54,9,17,5,15,10,23,24,12,7,3,18,15,47,5,18,13,19,10,18,9,16,3,3,18,,9,9,13,,46,36,33
2008,1338,Y04,82,1331,Y13,63,N,0,32,69,8,22,10,13,16,34,17,9,5,1,13,22,63,9,22,10,15,11,22,10,10,6,5,11,,13,26,16,,89,79,72
2008,1280,Y08,76,1332,Y09,69,N,0,24,51,4,17,24,36,8,32,16,12,5,6,15,22,64,9,38,16,19,11,25,13,10,6,2,26,,26,34,40,,30,37,35
2008,1277,Y05,65,1338,Y04,54,N,0,25,52,6,10,9,9,10,27,12,15,1,3,17,17,52,2,17,18,19,9,17,4,9,8,9,16,,17,17,18,,13,26,16
2008,1242,X01,85,1340,X16,61,N,0,33,61,12,25,7,15,15,23,21,11,10,3,15,21,55,9,25,10,14,13,18,11,16,8,3,18,,1,1,2,,115,126,118
2008,1462,Z03,85,1345,Z06,78,N,0,27,50,5,12,26,33,5,29,12,14,5,3,17,26,67,8,21,18,23,13,24,9,10,8,4,26,,22,18,11,,25,25,29
2008,1443,Z12,72,1360,Z13,63,N,0,25,52,6,16,16,21,8,23,11,14,13,6,19,21,47,4,15,17,28,8,22,11,17,8,2,20,,65,64,46,,100,117,112
2008,1437,X12,84,1373,X13,72,N,0,30,56,6,13,18,24,6,31,15,15,8,2,27,20,56,6,21,26,39,10,24,9,13,8,4,19,,35,51,53,,99,113,97
2008,1139,W07,81,1375,W10,61,N,0,27,53,15,28,12,13,7,21,18,10,9,1,21,21,48,6,20,13,27,13,17,8,13,5,4,19,,41,32,24,,86,75,55
2008,1328,W06,72,1386,W11,64,N,0,24,42,6,14,18,26,6,19,14,9,5,2,18,24,49,6,14,10,14,9,15,11,12,4,0,22,,46,36,33,,58,55,51
2008,1274,Y07,78,1388,Y10,64,N,0,28,63,5,13,17,21,13,34,14,16,4,4,20,22,59,8,23,12,23,10,23,15,14,3,4,20,,47,47,36,,62,46,31
2008,1400,Y02,82,1390,Y03,62,N,0,32,65,7,22,11,18,14,28,16,6,7,5,14,22,65,6,17,12,18,19,23,13,10,5,4,14,,7,7,9,,12,10,10
2008,1277,Y05,72,1396,Y12,61,N,0,26,54,4,15,16,18,10,27,19,12,4,2,18,21,56,6,23,13,19,11,18,13,11,7,2,12,,17,17,18,,66,65,64
2008,1257,W03,79,1397,W02,60,N,0,26,50,4,14,23,30,9,34,14,20,6,7,23,19,56,5,20,17,25,8,20,12,17,11,1,26,,9,9,13,,10,14,7
2008,1272,Y01,85,1400,Y02,67,N,0,26,52,3,11,30,36,7,32,18,7,4,5,13,25,69,9,28,8,9,13,23,13,8,5,4,25,,3,3,4,,7,7,9
2008,1417,Z01,51,1401,Z09,49,N,0,19,44,6,18,7,11,8,21,7,14,7,11,16,22,51,2,10,3,7,10,19,12,11,2,2,15,,4,2,3,,19,16,27
2008,1272,Y01,78,1417,Z01,63,N,0,27,64,4,12,20,23,15,28,10,9,7,6,14,24,64,4,13,11,13,12,24,8,12,6,4,17,,3,3,4,,4,2,3
2008,1207,X02,66,1420,X15,47,N,0,26,51,8,23,6,14,11,29,14,15,6,2,12,16,50,8,26,7,13,9,20,8,12,12,0,16,,5,8,8,,158,145,124
2008,1242,X01,75,1424,X08,56,N,0,29,50,5,13,12,19,7,29,9,10,7,1,26,12,45,5,22,27,34,9,17,6,10,6,1,20,,1,1,2,,61,53,45
2008,1243,X11,80,1425,X06,67,N,0,29,60,7,16,15,26,21,23,15,13,7,1,21,21,50,6,12,19,27,9,18,12,11,6,4,24,,23,15,32,,20,20,22
2008,1272,Y01,87,1426,Y16,63,N,0,28,54,9,20,22,35,16,23,18,12,7,5,18,24,55,4,13,11,21,12,17,16,14,5,3,23,,3,3,4,,199,186,168
2008,1373,X13,83,1435,X04,62,N,0,26,46,9,20,22,25,5,24,16,17,10,0,11,25,61,4,20,8,12,14,17,12,16,9,0,19,,99,113,97,,32,48,34
2008,1242,X01,72,1437,X12,57,N,0,24,45,8,19,16,20,7,26,16,18,8,5,18,21,59,3,17,12,18,15,15,5,14,10,2,17,,1,1,2,,35,51,53
2008,1417,Z01,88,1443,Z12,78,N,0,29,58,4,9,26,35,17,34,17,19,6,8,22,25,72,9,24,19,26,18,18,12,11,11,4,24,,4,2,3,,65,64,46
2008,1314,W01,68,1450,W04,47,N,0,25,58,5,15,13,19,14,32,11,13,5,5,16,18,57,2,16,9,15,9,23,9,10,6,5,18,,2,5,1,,15,11,12
2008,1462,Z03,79,1452,Z07,75,N,1,28,59,11,19,12,21,15,26,16,12,3,5,25,28,66,1,11,18,27,17,21,16,8,5,6,21,,22,18,11,,18,23,19
2008,1450,W04,71,1457,W13,40,N,0,29,49,4,13,9,13,8,32,20,10,4,3,11,16,52,6,19,2,8,6,15,7,7,5,4,13,,15,11,12,,121,109,107
2008,1172,X10,73,1458,X03,56,N,0,26,53,12,24,9,12,11,17,18,7,9,0,19,17,46,8,23,14,21,14,17,9,12,2,3,13,,27,33,26,,8,4,6
2008,1417,Z01,76,1462,Z03,57,N,0,28,52,7,15,13,18,13,24,17,14,6,6,19,21,58,4,19,11,16,14,14,12,9,6,1,15,,4,2,3,,22,18,11
2009,1211,X04,77,1103,X13,64,N,0,23,44,5,15,26,31,7,27,15,8,5,5,18,21,57,10,23,12,18,11,15,15,8,0,1,23,,9,5,8,,92,91,101
2009,1287,Y16b,58,1106,Y16a,43,N,0,18,50,4,15,18,24,16,34,13,21,6,2,14,18,58,2,15,5,11,9,18,4,13,7,6,18,,170,167,187,,232,195,210
2009,1437,W03,80,1110,W14,67,N,0,24,50,6,18,26,29,10,28,15,16,8,8,12,27,62,10,31,3,5,7,17,16,12,8,1,24,,13,19,16,,107,109,112
2009,1257,Y01,103,1112,Y12,64,N,0,38,66,14,29,13,14,11,25,29,9,10,3,15,24,63,7,24,9,13,15,17,15,14,5,1,13,,1,4,5,,38,39,43
2009,1393,X03,78,1113,X06,67,N,0,26,47,9,20,17,21,4,29,18,10,4,0,15,20,49,13,35,14,22,7,17,17,10,2,2,17,,7,15,13,,14,12,20
2009,1181,W02,86,1127,W15,62,N,0,28,57,9,20,21,25,17,21,21,15,6,3,14,27,51,7,15,1,5,6,14,9,18,9,4,21,,6,7,4,,168,162,158
2009,1425,Y10,72,1130,Y07,55,N,0,27,51,4,9,14,19,11,24,19,13,7,6,18,18,55,6,23,13,14,13,17,13,15,5,3,21,,24,27,34,,48,59,47
2009,1261,X08,75,1139,X09,71,N,0,27,55,6,14,15,21,9,21,14,11,11,8,20,22,52,8,23,19,26,13,21,12,15,3,1,20,,37,46,40,,57,43,33
2009,1401,Z09,79,1140,Z08,66,N,0,30,52,6,17,13,19,7,28,20,14,2,6,15,23,59,7,16,13,18,7,19,15,10,11,1,20,,42,52,46,,33,18,23
2009,1268,Z10,84,1143,Z07,71,N,0,31,63,6,16,16,24,16,20,18,9,5,1,17,25,59,7,24,14,19,14,21,12,14,2,2,22,,40,54,44,,45,29,28
2009,1163,Z01,103,1151,Z16,47,N,0,37,71,6,24,23,39,17,41,28,10,12,6,11,17,66,5,25,8,10,9,25,11,19,5,2,27,,5,3,3,,176,213,208
2009,1276,X10,62,1155,X07,59,N,0,20,51,10,26,12,15,9,24,16,14,5,3,11,21,65,5,22,12,14,21,23,14,11,8,7,19,,47,49,35,,22,22,19
2009,1112,Y12,71,1156,Y13,57,N,0,22,44,3,11,24,28,6,27,12,11,8,3,19,22,59,3,23,10,14,12,18,3,11,7,1,18,,38,39,43,,77,68,67
2009,1277,Y02,82,1163,Z01,73,N,0,31,72,6,19,14,20,18,24,18,11,11,3,25,25,59,2,6,21,33,16,26,8,16,5,7,18,,18,13,7,,5,3,3
2009,1281,Z03,78,1165,Z14,59,N,0,28,59,5,20,17,19,9,28,19,4,4,1,11,23,64,6,21,7,12,17,23,11,9,1,0,15,,12,10,10,,98,100,118
2009,1272,Z02,81,1169,Z15,70,N,0,29,59,11,28,12,21,12,23,19,14,14,3,16,24,54,7,18,15,20,10,22,10,17,8,2,18,,3,1,6,,127,104,122
2009,1242,Y03,60,1173,Y11,43,N,0,23,53,3,16,11,22,11,39,9,17,5,12,11,16,72,4,19,7,8,17,26,7,11,13,6,23,,11,11,15,,86,83,64
2009,1437,W03,77,1181,W02,54,N,0,27,64,4,18,19,23,13,36,9,12,5,5,23,16,60,5,27,17,24,8,26,7,11,8,2,24,,13,19,16,,6,7,4
2009,1338,W01,72,1190,W16,62,N,0,24,55,7,19,17,23,9,38,16,18,5,3,16,23,75,4,22,12,24,20,24,12,9,6,3,17,,4,6,2,,134,113,133
2009,1458,W12,61,1199,W05,59,N,1,22,54,9,27,8,12,5,21,10,9,4,2,16,20,46,4,13,15,18,4,29,6,15,6,4,16,,25,30,31,,23,35,27
2009,1314,X01,98,1211,X04,77,N,0,36,68,11,19,15,27,11,31,23,9,8,4,17,27,58,7,23,16,23,4,27,10,12,6,5,19,,2,2,1,,9,5,8
2009,1443,X12,76,1228,X05,72,N,0,27,56,9,19,13,22,9,28,13,15,8,4,12,31,63,5,18,5,7,5,24,14,12,9,3,24,,93,99,87,,27,23,21
2009,1277,Y02,67,1242,Y03,62,N,0,23,59,5,15,16,17,13,18,17,13,13,2,16,24,53,3,12,11,13,13,24,11,19,7,4,17,,18,13,7,,11,11,15
2009,1277,Y02,64,1257,Y01,52,N,0,24,52,8,16,8,11,13,24,19,12,7,1,22,18,47,6,16,10,18,11,18,12,12,7,5,15,,18,13,7,,1,4,5
2009,1314,X01,84,1261,X08,70,N,0,32,59,6,13,14,18,11,21,13,10,11,5,9,29,64,9,22,3,6,16,17,12,15,5,4,16,,2,2,1,,37,46,40
2009,1281,Z03,83,1266,Z06,79,N,0,31,64,7,22,14,20,10,20,14,7,6,4,23,23,60,5,14,28,33,16,25,8,12,4,0,17,,12,10,10,,15,20,22
2009,1272,Z02,89,1268,Z10,70,N,0,31,53,10,19,17,22,8,27,21,13,6,3,17,27,62,5,14,11,19,11,16,9,7,8,3,17,,3,1,6,,40,54,44
2009,1281,Z03,102,1272,Z02,91,N,0,33,62,6,16,30,45,12,25,17,12,9,3,24,35,69,3,15,18,32,15,25,16,14,8,6,25,,12,10,10,,3,1,6
2009,1328,X02,73,1276,X10,63,N,0,25,51,6,19,17,27,13,22,18,11,5,4,13,22,56,10,27,9,11,14,20,12,14,5,1,23,,20,17,9,,47,49,35
2009,1314,X01,89,1277,Y02,72,N,0,28,61,5,12,28,40,11,24,13,7,9,0,22,22,55,7,23,21,29,13,29,13,21,1,5,28,,2,2,1,,18,13,7
2009,1400,W07,76,1278,W10,62,N,0,27,57,11,20,11,19,14,27,12,14,6,1,18,22,54,4,13,14,19,8,22,12,12,6,2,20,,30,28,29,,55,45,32
2009,1449,Z04,71,1280,Z13,58,N,0,27,62,2,9,15,21,17,28,13,15,5,0,21,20,58,5,18,13,19,14,21,5,17,5,5,22,,16,16,18,,29,60,70
2009,1163,Z01,82,1281,Z03,75,N,0,27,53,2,12,26,32,11,36,15,17,3,8,13,32,76,5,18,6,12,12,20,21,6,10,1,24,,5,3,3,,12,10,10
2009,1257,Y01,74,1287,Y16b,54,N,0,29,50,10,24,6,11,8,21,19,19,9,4,16,20,52,4,11,10,14,13,14,12,20,4,1,10,,1,4,5,,170,167,187
2009,1328,X02,82,1288,X15,54,N,0,29,48,4,12,20,32,7,38,15,15,5,6,11,22,77,6,23,4,8,20,16,10,7,9,1,24,,20,17,9,,182,139,144
2009,1242,Y03,84,1295,Y14,74,N,0,32,64,4,12,16,20,10,29,17,5,5,2,17,26,62,10,24,12,15,9,25,9,9,3,4,21,,11,11,15,,87,71,79
2009,1345,Z05,61,1320,Z12,56,N,0,21,52,3,15,16,22,10,22,11,10,8,3,13,20,54,7,22,9,11,9,21,13,14,6,3,20,,17,14,11,,79,82,82
2009,1373,Y09,74,1326,Y08,72,N,2,24,72,6,24,20,28,23,30,13,22,9,3,18,24,60,7,25,17,23,9,28,15,20,5,7,21,,62,65,58,,35,36,25
2009,1314,X01,72,1328,X02,60,N,0,26,51,5,14,15,16,6,21,13,12,9,2,19,24,54,2,19,10,16,12,19,9,16,6,0,20,,2,2,1,,20,17,9
2009,1338,W01,84,1329,W08,76,N,0,28,57,11,28,17,26,19,22,18,14,2,5,12,26,54,12,28,12,12,5,16,18,9,8,1,21,,4,6,2,,28,33,30
2009,1437,W03,78,1338,W01,76,N,0,25,56,6,20,22,23,13,20,9,13,6,5,24,25,52,5,18,21,29,10,18,14,11,4,3,18,,13,19,16,,4,6,2
2009,1462,W04,77,1340,W13,59,N,0,29,54,8,19,11,18,10,24,12,7,5,2,17,22,46,8,21,7,16,4,17,12,11,6,2,18,,26,24,24,,165,117,102
2009,1163,Z01,72,1345,Z05,60,N,0,25,56,3,8,19,30,14,34,19,13,6,6,12,24,66,6,23,6,11,9,24,12,9,7,2,26,,5,3,3,,17,14,11
2009,1314,X01,101,1347,X16,58,N,0,38,84,5,14,20,24,20,39,17,12,11,8,13,22,80,5,17,9,14,20,28,9,18,9,6,17,,2,2,1,,162,170,164
2009,1277,Y02,77,1352,Y15,62,N,0,28,61,4,13,17,23,17,32,15,10,6,4,15,25,61,5,17,7,13,8,20,16,6,8,7,17,,18,13,7,,129,122,137
2009,1393,X03,59,1372,X14,44,N,0,25,55,2,16,7,10,12,43,14,21,3,11,12,18,73,2,21,6,10,14,20,10,6,10,1,11,,7,15,13,,138,93,95
2009,1257,Y01,79,1373,Y09,72,N,0,32,65,9,20,6,13,19,28,18,17,3,7,13,29,69,7,24,7,10,13,19,17,9,8,1,14,,1,4,5,,62,65,58
2009,1328,X02,84,1393,X03,71,N,0,32,59,9,21,11,18,15,21,19,18,11,3,14,27,60,7,24,10,14,14,15,13,18,10,2,10,,20,17,9,,7,15,13
2009,1113,X06,66,1396,X11,57,N,0,20,39,8,14,18,24,3,24,12,11,4,1,14,19,51,6,17,13,17,9,20,13,9,5,4,16,,14,12,20,,50,47,52
2009,1329,W08,77,1397,W09,75,N,0,30,53,7,21,10,13,8,23,13,12,5,0,19,24,56,11,33,16,21,11,17,16,11,4,1,16,,28,33,30,,21,32,36
2009,1181,W02,74,1400,W07,69,N,0,23,53,7,14,21,27,12,19,9,9,8,2,20,25,50,3,12,16,25,13,23,8,15,5,3,23,,6,7,4,,30,28,29
2009,1163,Z01,92,1401,Z09,66,N,0,33,57,5,10,21,27,12,27,20,9,3,5,16,26,63,3,15,11,17,12,16,17,7,3,3,21,,5,3,3,,42,52,46
2009,1437,W03,89,1417,W06,69,N,0,31,67,8,25,19,27,16,25,20,11,11,1,22,20,47,9,24,20,30,7,21,14,20,7,3,21,,13,19,16,,10,9,17
2009,1277,Y02,74,1425,Y10,69,N,0,22,51,6,13,24,31,12,24,20,16,5,1,18,23,57,1,10,22,26,12,18,10,11,10,5,21,,18,13,7,,24,27,34
2009,1112,Y12,84,1428,Y05,71,N,0,30,55,4,12,20,28,11,23,11,14,13,2,15,27,64,8,32,9,13,16,19,16,20,7,3,22,,38,39,43,,43,25,26
2009,1266,Z06,58,1429,Z11,57,N,0,17,47,5,19,19,23,10,22,7,9,4,2,14,22,53,7,23,6,8,7,19,11,9,2,3,21,,15,20,22,,90,56,41
2009,1417,W06,65,1433,W11,64,N,0,21,52,6,12,17,19,9,24,9,12,9,1,20,20,49,6,15,18,25,10,21,14,12,5,4,17,,10,9,17,,64,55,76
2009,1314,X01,83,1437,W03,69,N,0,25,62,11,22,22,37,14,34,16,12,6,6,20,26,79,5,27,12,16,22,31,8,12,7,3,26,,2,2,1,,13,19,16
2009,1211,X04,83,1443,X12,81,N,0,30,60,9,21,14,19,9,22,18,11,4,4,12,32,62,12,25,5,14,10,21,14,11,4,5,20,,9,5,8,,93,99,87
2009,1156,Y13,84,1448,Y04,69,N,0,31,65,6,15,16,22,14,18,15,6,9,1,17,26,50,5,13,12,17,10,23,10,18,4,13,20,,77,68,67,,19,21,12
2009,1345,Z05,76,1449,Z04,74,N,0,25,64,7,16,19,23,15,25,15,11,5,7,21,28,67,4,12,14,19,16,24,13,9,4,3,20,,17,14,11,,16,16,18
2009,1173,Y11,68,1452,Y06,60,N,0,25,54,4,10,14,23,13,19,14,9,5,2,22,18,49,5,20,19,25,15,22,10,11,2,4,21,,86,83,64,,8,8,14
2009,1462,W04,60,1458,W12,49,N,0,18,46,6,14,18,26,7,30,12,14,4,5,20,16,56,3,20,14,17,7,23,5,7,5,2,23,,26,24,24,,25,30,31
2009,1338,W01,60,1462,W04,55,N,0,22,65,4,15,12,19,18,26,9,9,9,3,13,21,64,5,23,8,10,17,27,9,10,4,7,17,,4,6,2,,26,24,24
2010,1181,X01,73,1115,X16a,44,N,0,24,47,6,13,19,28,13,28,12,14,5,4,12,17,53,4,19,6,7,9,15,8,16,7,4,19,3,2,1,2,232,269,238,239
